,Diagnose_Code,Diagnose_name
7312,S153,Poranění vnitřní hrdelní žíly - venae jugularis
7313,S157,Mnohočetné poranění krevních cév v úrovni krku
7314,S158,Poranění jiných krevních cév v úrovni krku
7315,S159,Poranění neurčených krevních cév v úrovni krku
7316,S16, Poranění svalu a šlachy v úrovni
7317,S170,Drtivé poranění (rozdrcení) hrtanu a průdušnice 
7318,S178,Drtivé poranění (rozdrcení) jiných částí krku 
7319,S179,"Drtivé poranění (rozdrcení) krku, část NS "
7320,S18, Traumatická amputace v úrovni krku 
7321,S197,Mnohočetná poranění krku    
7322,S198,Jiná určená poranění krku   
7323,S199,Neurčené poranění krku    
7324,S200,Zhmoždění - kontuze - prsu  
7325,S201,Jiná a neurčená povrchní poranění prsu 
7326,S202,Zhmoždění - kontuze - hrudníku  
7327,S203,Jiná povrchní poranění přední stěny hrudníku 
7328,S204,Jiná povrchní poranění zadní stěny hrudníku 
7329,S207,Mnohočetná povrchní poranění hrudníku   
7330,S208,Povrchní poranění jiných a neurčených částí hrudníku
7331,S210,Otevřená rána prsu    
7332,S211,Otevřená rána přední stěny hrudníku  
7333,S212,Otevřená rána zadní stěny hrudníku  
7334,S217,Mnohočetné otevřené rány hrudní stěny  
7335,S218,Otevřená rána jiných částí hrudníku  
7336,S219,"Otevřená rána hrudníku, část NS  "
7337,S220,Zlomenina hrudního obratle    
7338,S221,Mnohočetné zlomeniny hrudní páteře   
7339,S222,Zlomenina - hrudní kosti - sterna 
7340,S223,Zlomenina žebra - fractura costae  
7341,S224,Mnohočetné zlomeniny žeber    
7342,S225,Prolomený hrudník (zlomenina žebra (-er) s paradoxním
7343,S228,Zlomenina jiných částí kostí hrudníku  
7344,S229,Zlomenina kostí hrudníku bez určení části 
7345,S230,Traumatická ruptura hrudní meziobratlové ploténky  
7346,S231,Vymknutí hrudního obratle    
7347,S232,Vymknutí jiných a neurčených částí hrudníku 
7348,S233,Podvrtnutí a natažení hrudní páteře  
7349,S234,Podvrtnutí a natažení žeber a hrudní kosti
7350,S235,Podvrtnutí a natažení jiných a neurčených částí
7351,S240,Otřes a edém hrudní míchy  
7352,S241,Jiná a neurčená poranění hrudní míchy 
7353,S242,Poranění nervového kořene hrudní míchy  
7354,S243,Poranění periferních nervů hrudníku   
7355,S244,Poranění hrudních sympatických nervů   
7356,S245,Poranění jiných nervů hrudníku   
7357,S246,Poranění neurčeného nervu hrudníku   
7358,S250,Poranění hrudní aorty    
7359,S251,Poranění nejmenované nebo podklíčkové tepny  
7360,S252,Poranění horní duté žíly - venae cavae
7361,S253,Poranění nejmenované nebo podklíčkové žíly  
7362,S254,Poranění plicních krevních cév   
7363,S255,Poranění mezižeberních krevních cév   
7364,S257,Mnohočetné poranění krevních cév hrudníku  
7365,S258,Poranění jiných krevních cév hrudníku  
7366,S259,Poranění neurčených krevních cév hrudníku  
7367,S260,Poranění srdce s hemoperikardem   
7368,S268,Jiná poranění srdce    
7369,S269,"Poranění srdce, NS    "
7370,S270,Traumatický pneumotorax     
7371,S271,Traumatický hemotorax     
7372,S272,Traumatický pneumohemotorax     
7373,S273,Jiná poranění plic    
7374,S274,Poranění průdušky     
7375,S275,Poranění hrudní části průdušnice   
7376,S276,Poranění pohrudnice     
7377,S277,Mnohočetná poranění nitrohrudních orgánů   
7378,S278,Poranění jiných určených nitrohrudních orgánů  
7379,S279,Poranění neurčeného nitrohrudního orgánu   
7380,S280,Rozdrcený hrudník     
7381,S281,Traumatická amputace části hrudníku   
7382,S290,Poranění svalu a šlachy v úrovni hrudníku
7383,S297,Mnohočetná poranění hrudníku    
7384,S298,Jiná určená poranění hrudníku   
7385,S299,Neurčené poranění hrudníku    
7386,S300,Zhmoždění - kontuze - dolní části zadpánve
7387,S301,Zhmoždění - kontuze - břišní stěny 
7388,S302,Zhmoždění - kontuze - zevních pohlavních orgánů
7389,S307,"Mnohočetná povrchní poranění břicha, dolní části zadpánve"
7390,S308,"Jiná povrchní poranění břicha, dolní části zadpánve"
7391,S309,"Povrchní poranění břicha, dolní části zad ačástNS"
7392,S310,Otevřená rána dolní části zad a pánve
7393,S311,Otevřená rána břišní stěny   
7394,S312,Otevřená rána pyje    
7395,S313,Otevřená rána šourku a varlat  
7396,S314,Otevřená rána pochvy a vulvy  
7397,S315,Otevřená rána jiných a neurčených zevních pohlavních
7398,S317,"Mnohočetné otevřené rány břicha, dolní části zadpánve"
7399,S318,Otevřená rána jiných a neurčených částí břicha
7400,S320,Zlomenina bederního - lumbálního - obratle 
7401,S321,Zlomenina kosti křížové - fractura ossis sacri
7402,S322,Zlomenina kostrče - fractura coccygis  
7403,S323,Zlomenina kyčelní - ilické - kosti 
7404,S324,Zlomenina acetabula     
7405,S325,Zlomenina kosti stydké    
7406,S327,Mnohočetné zlomeniny bederní páteře a pánve 
7407,S328,Zlomenina jiných a neurčených částí bederní páteřepánve
7408,S330,Traumatická ruptura bederní meziobratlové ploténky  
7409,S331,Vymknutí bederního obratle    
7410,S332,Vymknutí kloubu sakroiliakálního a sakrokokcygeálního  
7411,S333,Vymknutí jiných a neurčených částí bederní páteřepánve
7412,S334,Traumatická ruptura spony stydké   
7413,S335,Podvrtnutí a natažení bederní páteře  
7414,S336,Podvrtnutí a natažení sakroiliakálního kloubu  
7415,S337,Podvrtnutí a natažení jiných a neurčených částípáteřeapánve
7416,S340,Otřes a edém bederní míchy  
7417,S341,Jiné poranění bederní míchy   
7418,S342,Poranění nervového kořene bederní a křížové páteře
7419,S343,Poranění caudy equiny    
7420,S344,Poranění lumbosakrální pleteně    
7421,S345,"Poranění bederních, křížových a pánevních sympatických nervů"
7422,S346,"Poranění periferního(-ch) nervu(-ů) břicha, dolní části zadpánve"
7423,S348,Poranění jiných a neurčených nervů v úrovnidolníčástizadapánve
7424,S350,Poranění břišní aorty    
7425,S351,Poranění - dolní duté žíly - venaeinferioris
7426,S352,Poranění břišní nebo mezenterické tepny  
7427,S353,Poranění vrátnice - venae portae - nebožíly
7428,S354,Poranění krevních cév ledviny   
7429,S355,Poranění kyčelních - ilických - krevních cév
7430,S357,"Mnohočetná poranění krevních cév v úrovni břicha,částizadapánve"
7431,S358,"Poranění jiných krevních cév v úrovni břicha,částizadapánve"
7432,S359,"Poranění neurčených krevních cév v úrovni břicha,částizadapánve"
7433,S360,Poranění sleziny     
7434,S361,Poranění jater nebo žlučníku   
7435,S362,Poranění - slinivky břišní - pankreatu 
7436,S363,Poranění žaludku     
7437,S364,Poranění tenkého střeva    
7438,S365,Poranění tračníku - coloni   
7439,S366,Poranění konečníku - recti   
7440,S367,Mnohočetná poranění nitrobřišních orgánů   
7441,S368,Poranění jiných nitrobřišních orgánů   
7442,S369,Poranění neurčeného nitrobřišního orgánu   
7443,S370,Poranění ledviny     
7444,S371,Poranění močovodu     
7445,S372,Poranění močového měchýře    
7446,S373,Poranění močové trubice    
7447,S374,Poranění vaječníku     
7448,S375,Poranění vejcovodu     
7449,S376,Poranění dělohy     
7450,S377,Mnohočetná poranění pánevních orgánů   
7451,S378,Poranění jiných pánevních orgánů   
7452,S379,Poranění neurčeného pánevního orgánu   
7453,S380,Rozdrcení zevních pohlavních orgánů   
7454,S381,"Rozdrcení jiných a neurčených částí břicha, dolnízadapánve"
7455,S382,Traumatická amputace zevních pohlavních orgánů  
7456,S383,"Traumatická amputace jiných a neurčených částí břicha,částizadapánve"
7457,S390,"Poranění svalu a šlachy břicha, dolní částiapánve"
7458,S396,Poranění orgánu(-ů) nitrobřišního(-ích) s pánevním(-i) orgánem(-y) 
7459,S397,"Jiná mnohočetná poranění břicha, dolní části zadpánve"
7460,S398,"Jiná určená poranění břicha, dolní části zadpánve"
7461,S399,"Neurčené poranění břicha, dolní části zad a"
7462,S400,Zhmoždění - kontuze - ramene a paže
7463,S407,Mnohočetná povrchní poranění ramene a paže (nadloktí)
7464,S408,Jiná povrchní poranění ramene a paže (nadloktí)
7465,S409,"Povrchní poranění ramene a paže (nadloktí), NS"
7466,S410,Otevřená rána ramene    
7467,S411,Otevřená rána paže (nadloktí)   
7468,S417,Mnohočetné otevřené rány ramene a paže (nadloktí)
7469,S418,Otevřená rána jiných a neurčených částí ramenního
7470,S420,Zlomenina klíční kosti - fractura claviculae 
7471,S421,Zlomenina lopatky - fractura scapulae  
7472,S422,Zlomenina horního konce - pažní kosti -
7473,S423,Zlomenina diafýzy - pažní kosti - humeru
7474,S424,Zlomenina dolního konce - pažní kosti -
7475,S427,"Mnohočetné zlomeniny klíční kosti, lopatky a pažní"
7476,S428,Zlomenina jiných částí ramene a paže (nadloktí)
7477,S429,"Zlomenina ramenního pletence, část neurčena  "
7478,S430,Vymknutí ramenního kloubu    
7479,S431,Vymknutí akromioklavikulárního kloubu    
7480,S432,Vymknutí sternoklavikulárního kloubu    
7481,S433,Vymknutí jiných a neurčených částí pletence ramenního
7482,S434,Podvrtnutí a natažení ramenního kloubu  
7483,S435,Podvrtnutí a natažení akromioklavikulárního kloubu  
7484,S436,Podvrtnutí a natažení sternoklavikulárního kloubu  
7485,S437,Podvrtnutí a natažení jiných a neurčených částíramenního
7486,S440,Poranění loketního - ulnárního - nervu vpaže(nadloktí)
7487,S441,Poranění nervi mediani v úrovni paže (nadloktí)
7488,S442,Poranění vřetenního - radiálního - nervu vpaže(nadloktí)
7489,S443,Poranění ramenního - axilárního - nervu 
7490,S444,Poranění svalově kožního - muskulokutánního - nervu
7491,S445,Poranění kožního cítivého nervu v úrovni ramenepaže(nadloktí)
7492,S447,Poranění mnohočetných nervů v úrovni ramene a(nadloktí)
7493,S448,Poranění jiných nervů v úrovni ramene a(nadloktí)
7494,S449,Poranění neurčeného nervu v úrovni ramene a(nadloktí)
7495,S450,Poranění podpažní - axilární - tepny 
7496,S451,Poranění pažní  - brachiální - tepny
7497,S452,Poranění podpažní nebo pažní žíly  
7498,S453,Poranění povrchních žil v úrovni ramene a(nadloktí)
7499,S457,Mnohočetná poranění krevních cév v úrovni ramenepaže(nadloktí)
7500,S458,Poranění jiných krevních cév v úrovní ramenepaže(nadloktí)
7501,S459,Poranění neurčených krevních cév v úrovni ramenepaže(nadloktí)
7502,S460,Poranění šlachy manžety rotátorů ramene  
7503,S461,Poranění svalu a šlachy dlouhé hlavy dvouhlavého-bicepsu
7504,S462,Poranění svalu a šlachy jiných částí dvouhlavého-bicepsu
7505,S463,Poranění svalu a šlachy trojhlavého svalu -
7506,S467,Poranění mnohočetných svalů a šlach v úrovniapaže(nadloktí)
7507,S468,Poranění jiných svalů a šlach v úrovniapaže(nadloktí)
7508,S469,Poranění neurčeného svalu a šlachy v úrovniapaže(nadloktí)
7509,S47, Drtivé poranění (rozdrcení) ramene a paže
7510,S480,Traumatická amputace v ramenním kloubu  
7511,S481,Traumatická amputace v úrovni mezi ramenem a
7512,S489,"Traumatická amputace ramene a paže (nadloktí), úroveň"
7513,S497,Mnohočetná poranění ramene a paže (nadloktí) 
7514,S498,Jiná určená poranění ramene a paže (nadloktí)
7515,S499,Neurčené poranění ramene a paže (nadloktí) 
7516,S500,Zhmoždění - kontuze - lokte  
7517,S501,
7518,S507,Mnohočetná povrchní poranění předloktí   
7519,S508,Jiná povrchní poranění předloktí   
7520,S509,"Povrchní poranění předloktí, NS   "
7521,S510,Otevřená rána lokte    
7522,S517,Mnohočetné otevřené rány předloktí   
7523,S518,Otevřená rána jiných částí předloktí  
7524,S519,"Otevřená rána předloktí, část NS  "
7525,S520,Zlomenina horního konce - loketní kosti -
7526,S521,Zlomenina horního konce - vřetenní kosti -
7527,S522,Zlomenina diafýzy kosti loketní - ulnae 
7528,S523,Zlomenina diafýzy kosti vřetenní - radii 
7529,S524,Zlomenina diafýz obou kostí loketní i vřetenní
7530,S525,Zlomenina dolního konce kosti vřetenní - radii
7531,S526,Zlomenina dolního konce obou kostí loketní i
7532,S527,Mnohočetné zlomeniny předloktí    
7533,S528,Zlomenina jiných částí předloktí   
7534,S529,"Zlomenina předloktí, část NS   "
7535,S530,Vymknutí hlavičky - kosti vřetenní - radia
7536,S531,"Vymknutí lokte, NS    "
7537,S532,Traumatická ruptura radiálního kolaterálního vazu  
7538,S533,Traumatická ruptura ulnárního kolaterálního vazu  
7539,S534,Podvrtnutí a natažení lokte   
7540,S540,Poranění loketního - ulnárního - nervu vpředloktí
7541,S541,Poranění nervi mediani v úrovni předloktí 
7542,S542,Poranění vřetenního - radiálního - nervu vpředloktí
7543,S543,Poranění kožního cítivého nervu v úrovni předloktí
7544,S547,Mnohočetná poranění nervů v úrovni předloktí 
7545,S548,Poranění jiných nervů v úrovni předloktí 
7546,S549,Poranění neurčeného nervu v úrovni předloktí 
7547,S550,Poranění loketní tepny - arteriae ulnaris -úrovnipředloktí
7548,S551,Poranění vřetenní tepny - arteriae radialis -úrovnipředloktí
7549,S552,Poranění žíly v úrovni předloktí  
7550,S557,Mnohočetná poranění krevních cév v úrovni předloktí
7551,S558,Poranění jiných krevních cév v úrovni předloktí
7552,S559,Poranění neurčených krevních cév v úrovni předloktí
7553,S560,Poranění svalu a šlachy flexoru palce vpředloktí
7554,S561,Poranění svalu(-ů) a šlach(-y) flexoru(-ů) jiného(-ých) prstu(-ů)úrovnipředloktí
7555,S562,Poranění svalu a šlachy jiného flexoru vpředloktí
7556,S563,Poranění svalů a šlach extenzoru nebo abduktoruvúrovnipředloktí
7557,S564,Poranění svalu(-ů) a šlach(-y) extenzoru(-ů) jiného(-ých) prstu(-ů)úrovnipředloktí
7558,S565,Poranění svalu a šlachy jiného extenzoru vpředloktí
7559,S567,Mnohočetná poranění svalů a šlach v úrovni
7560,S568,Poranění jiných a neurčených svalů a šlachúrovnipředloktí
7561,S570,Drtivé poranění (rozdrcení) lokte   
7562,S578,Drtivé poranění (rozdrcení) jiných částí předloktí 
7563,S579,"Drtivé poranění (rozdrcení) předloktí, část NS "
7564,S580,Traumatická amputace v úrovni lokte  
7565,S581,Traumatická amputace v úrovni mezi loktem a
7566,S589,"Traumatická amputace předloktí, úroveň NS  "
7567,S597,Mnohočetná poranění předloktí    
7568,S598,Jiná určená poranění předloktí   
7569,S599,Neurčené poranění předloktí    
7570,S600,Zhmoždění - kontuze - prstu(-ů) ruky beznehtu
7571,S601,Zhmoždění - kontuze - prstu(-ů) ruky snehtu
7572,S602,Zhmoždění - kontuze - jiných částí zápěstíruky
7573,S607,Mnohočetná povrchní poranění zápěstí a ruky 
7574,S608,Jiná povrchní poranění zápěstí a ruky 
7575,S609,"Povrchní poranění zápěstí a ruky, NS "
7576,S610,Otevřená rána prstu(-ů) ruky bez poškození nehtu
